================== Backpack PROBLEM - INPUT ====================
Number of objects=200
        [id=1, value=835, weight=735]
Execution Time:1941545 ns
=================== Backpack SOLUTION 7=============================
Number of objects=93
        [id=83, value=924, weight=524]
        [id=132, value=1588, weight=1388]
        [id=141, value=3628, weight=3228]
        [id=85, value=1790, weight=1590]
        [id=187, value=703, weight=603]
        [id=68, value=696, weight=396]
        [id=62, value=1953, weight=1653]
        [id=171, value=3404, weight=3004]
        [id=96, value=1063, weight=963]
        [id=113, value=1946, weight=1746]
        [id=195, value=753, weight=653]
        [id=1, value=835, weight=735]
        [id=170, value=1702, weight=1502]
        [id=186, value=1044, weight=844]
        [id=200, value=1602, weight=1402]
        [id=50, value=691, weight=591]
        [id=36, value=1917, weight=1617]
        [id=110, value=1540, weight=1340]
        [id=169, value=851, weight=751]
        [id=120, value=1172, weight=972]
        [id=16, value=495, weight=195]
        [id=44, value=232, weight=132]
        [id=14, value=165, weight=65]
        [id=43, value=2664, weight=2364]
        [id=150, value=1725, weight=1425]
        [id=181, value=3456, weight=3056]
        [id=133, value=2382, weight=2082]
        [id=174, value=543, weight=443]
        [id=55, value=1057, weight=957]
        [id=124, value=2936, weight=2536]
        [id=192, value=2042, weight=1842]
        [id=6, value=517, weight=417]
        [id=190, value=2109, weight=1809]
        [id=163, value=606, weight=406]
        [id=39, value=3580, weight=3180]
        [id=111, value=3080, weight=2680]
        [id=71, value=1029, weight=929]
        [id=167, value=1664, weight=1464]
        [id=197, value=3012, weight=2612]
        [id=189, value=2812, weight=2412]
        [id=28, value=663, weight=563]
        [id=135, value=1974, weight=1774]
        [id=152, value=600, weight=400]
        [id=40, value=888, weight=788]
        [id=80, value=461, weight=361]
        [id=161, value=303, weight=203]
        [id=29, value=1326, weight=1126]
        [id=5, value=1087, weight=987]
        [id=15, value=330, weight=130]
        [id=58, value=456, weight=356]
        [id=27, value=829, weight=729]
        [id=143, value=304, weight=204]
        [id=48, value=472, weight=372]
        [id=145, value=1216, weight=816]
        [id=57, value=2114, weight=1914]
        [id=99, value=912, weight=812]
        [id=128, value=437, weight=337]
        [id=20, value=1326, weight=1126]
        [id=193, value=4084, weight=3684]
        [id=116, value=1394, weight=1194]
        [id=158, value=958, weight=858]
        [id=11, value=1260, weight=1060]
        [id=198, value=2259, weight=1959]
        [id=166, value=832, weight=732]
        [id=178, value=909, weight=609]
        [id=75, value=297, weight=197]
        [id=84, value=895, weight=795]
        [id=95, value=1572, weight=1272]
        [id=94, value=1048, weight=848]
        [id=67, value=464, weight=264]
        [id=160, value=3832, weight=3432]
        [id=22, value=1968, weight=1768]
        [id=87, value=888, weight=788]
        [id=77, value=602, weight=502]
        [id=91, value=1150, weight=950]
        [id=13, value=1071, weight=971]
        [id=26, value=3316, weight=2916]
        [id=134, value=987, weight=887]
        [id=82, value=462, weight=262]
        [id=46, value=928, weight=528]
        [id=33, value=639, weight=539]
        [id=35, value=2556, weight=2156]
        [id=65, value=1042, weight=942]
        [id=34, value=1278, weight=1078]
        [id=73, value=4116, weight=3716]
        [id=23, value=2952, weight=2652]
        [id=69, value=1099, weight=999]
        [id=118, value=697, weight=597]
        [id=70, value=1099, weight=999]
        [id=180, value=1728, weight=1528]
        [id=31, value=1086, weight=986]
        [id=156, value=440, weight=240]
        [id=151, value=300, weight=200]
Value=131814
Weight=112614
Execution Time:1920162 ns
=================== Backpack SOLUTION 8=============================
Number of objects=114
        [id=51, value=1382, weight=1182]
        [id=162, value=606, weight=406]
        [id=1, value=835, weight=735]
        [id=185, value=2088, weight=1688]
        [id=129, value=365, weight=265]
        [id=33, value=639, weight=539]
        [id=174, value=543, weight=443]
        [id=144, value=608, weight=408]
        [id=137, value=258, weight=158]
        [id=126, value=437, weight=337]
        [id=22, value=1968, weight=1768]
        [id=140, value=1814, weight=1614]
        [id=10, value=630, weight=530]
        [id=3, value=3340, weight=2940]
        [id=163, value=606, weight=406]
        [id=128, value=437, weight=337]
        [id=172, value=686, weight=586]
        [id=32, value=1086, weight=986]
        [id=138, value=258, weight=158]
        [id=34, value=1278, weight=1078]
        [id=64, value=1422, weight=1222]
        [id=11, value=1260, weight=1060]
        [id=157, value=660, weight=360]
        [id=155, value=220, weight=120]
        [id=101, value=3648, weight=3248]
        [id=151, value=300, weight=200]
        [id=44, value=232, weight=132]
        [id=77, value=602, weight=502]
        [id=118, value=697, weight=597]
        [id=79, value=922, weight=722]
        [id=12, value=1260, weight=1060]
        [id=40, value=888, weight=788]
        [id=111, value=3080, weight=2680]
        [id=189, value=2812, weight=2412]
        [id=24, value=829, weight=729]
        [id=133, value=2382, weight=2082]
        [id=47, value=464, weight=264]
        [id=166, value=832, weight=732]
        [id=158, value=958, weight=858]
        [id=84, value=895, weight=795]
        [id=56, value=2114, weight=1914]
        [id=107, value=2084, weight=1884]
        [id=164, value=789, weight=689]
        [id=67, value=464, weight=264]
        [id=188, value=1406, weight=1206]
        [id=15, value=330, weight=130]
        [id=150, value=1725, weight=1425]
        [id=114, value=1017, weight=917]
        [id=99, value=912, weight=812]
        [id=149, value=2300, weight=1900]
        [id=94, value=1048, weight=848]
        [id=49, value=944, weight=744]
        [id=180, value=1728, weight=1528]
        [id=81, value=231, weight=131]
        [id=132, value=1588, weight=1388]
        [id=18, value=663, weight=563]
        [id=7, value=1034, weight=834]
        [id=103, value=1095, weight=995]
        [id=139, value=907, weight=807]
        [id=53, value=1052, weight=952]
        [id=175, value=543, weight=443]
        [id=76, value=602, weight=502]
        [id=165, value=789, weight=689]
        [id=100, value=1824, weight=1624]
        [id=190, value=2109, weight=1809]
        [id=154, value=1958, weight=1758]
        [id=88, value=1776, weight=1576]
        [id=58, value=456, weight=356]
        [id=145, value=1216, weight=816]
        [id=130, value=365, weight=265]
        [id=176, value=303, weight=203]
        [id=31, value=1086, weight=986]
        [id=124, value=2936, weight=2536]
        [id=170, value=1702, weight=1502]
        [id=80, value=461, weight=361]
        [id=186, value=1044, weight=844]
        [id=63, value=711, weight=611]
        [id=93, value=524, weight=424]
        [id=197, value=3012, weight=2612]
        [id=82, value=462, weight=262]
        [id=78, value=461, weight=361]
        [id=13, value=1071, weight=971]
        [id=35, value=2556, weight=2156]
        [id=195, value=753, weight=653]
        [id=8, value=2068, weight=1668]
        [id=72, value=2058, weight=1858]
        [id=65, value=1042, weight=942]
        [id=89, value=2664, weight=2364]
        [id=21, value=984, weight=884]
        [id=115, value=697, weight=597]
        [id=192, value=2042, weight=1842]
        [id=97, value=2126, weight=1926]
        [id=106, value=1042, weight=942]
        [id=142, value=2721, weight=2421]
        [id=119, value=586, weight=486]
        [id=102, value=2736, weight=2436]
        [id=14, value=165, weight=65]
        [id=46, value=928, weight=528]
        [id=148, value=1150, weight=950]
        [id=19, value=1326, weight=1126]
        [id=159, value=1916, weight=1716]
        [id=121, value=1758, weight=1458]
        [id=194, value=2042, weight=1842]
        [id=28, value=663, weight=563]
        [id=187, value=703, weight=603]
        [id=16, value=495, weight=195]
        [id=4, value=1087, weight=987]
        [id=45, value=464, weight=264]
        [id=125, value=734, weight=634]
        [id=37, value=895, weight=795]
        [id=87, value=888, weight=788]
        [id=156, value=440, weight=240]
        [id=17, value=176, weight=76]
        [id=74, value=139, weight=39]
Value=133113
Weight=112613
Execution Time:1699920 ns
=================== Backpack SOLUTION 9=============================
Number of objects=98
        [id=136, value=1974, weight=1774]
        [id=189, value=2812, weight=2412]
        [id=110, value=1540, weight=1340]
        [id=20, value=1326, weight=1126]
        [id=149, value=2300, weight=1900]
        [id=13, value=1071, weight=971]
        [id=177, value=606, weight=406]
        [id=58, value=456, weight=356]
        [id=150, value=1725, weight=1425]
        [id=36, value=1917, weight=1617]
        [id=92, value=2300, weight=1900]
        [id=174, value=543, weight=443]
        [id=101, value=3648, weight=3248]
        [id=97, value=2126, weight=1926]
        [id=144, value=608, weight=408]
        [id=152, value=600, weight=400]
        [id=93, value=524, weight=424]
        [id=65, value=1042, weight=942]
        [id=31, value=1086, weight=986]
        [id=163, value=606, weight=406]
        [id=98, value=1063, weight=963]
        [id=55, value=1057, weight=957]
        [id=41, value=1776, weight=1576]
        [id=16, value=495, weight=195]
        [id=15, value=330, weight=130]
        [id=23, value=2952, weight=2652]
        [id=84, value=895, weight=795]
        [id=173, value=1372, weight=1172]
        [id=145, value=1216, weight=816]
        [id=169, value=851, weight=751]
        [id=28, value=663, weight=563]
        [id=59, value=912, weight=712]
        [id=77, value=602, weight=502]
        [id=186, value=1044, weight=844]
        [id=139, value=907, weight=807]
        [id=99, value=912, weight=812]
        [id=105, value=3285, weight=2985]
        [id=126, value=437, weight=337]
        [id=165, value=789, weight=689]
        [id=119, value=586, weight=486]
        [id=129, value=365, weight=265]
        [id=8, value=2068, weight=1668]
        [id=187, value=703, weight=603]
        [id=159, value=1916, weight=1716]
        [id=95, value=1572, weight=1272]
        [id=188, value=1406, weight=1206]
        [id=106, value=1042, weight=942]
        [id=12, value=1260, weight=1060]
        [id=32, value=1086, weight=986]
        [id=147, value=575, weight=475]
        [id=114, value=1017, weight=917]
        [id=196, value=1506, weight=1306]
        [id=67, value=464, weight=264]
        [id=43, value=2664, weight=2364]
        [id=116, value=1394, weight=1194]
        [id=62, value=1953, weight=1653]
        [id=79, value=922, weight=722]
        [id=142, value=2721, weight=2421]
        [id=33, value=639, weight=539]
        [id=14, value=165, weight=65]
        [id=156, value=440, weight=240]
        [id=153, value=979, weight=879]
        [id=56, value=2114, weight=1914]
        [id=49, value=944, weight=744]
        [id=160, value=3832, weight=3432]
        [id=38, value=1790, weight=1590]
        [id=104, value=2190, weight=1990]
        [id=48, value=472, weight=372]
        [id=179, value=864, weight=764]
        [id=53, value=1052, weight=952]
        [id=1, value=835, weight=735]
        [id=39, value=3580, weight=3180]
        [id=121, value=1758, weight=1458]
        [id=133, value=2382, weight=2082]
        [id=3, value=3340, weight=2940]
        [id=27, value=829, weight=729]
        [id=64, value=1422, weight=1222]
        [id=57, value=2114, weight=1914]
        [id=21, value=984, weight=884]
        [id=151, value=300, weight=200]
        [id=18, value=663, weight=563]
        [id=86, value=1790, weight=1590]
        [id=81, value=231, weight=131]
        [id=89, value=2664, weight=2364]
        [id=167, value=1664, weight=1464]
        [id=184, value=1044, weight=844]
        [id=111, value=3080, weight=2680]
        [id=6, value=517, weight=417]
        [id=193, value=4084, weight=3684]
        [id=22, value=1968, weight=1768]
        [id=178, value=909, weight=609]
        [id=4, value=1087, weight=987]
        [id=146, value=912, weight=612]
        [id=199, value=801, weight=701]
        [id=138, value=258, weight=158]
        [id=118, value=697, weight=597]
        [id=157, value=660, weight=360]
        [id=74, value=139, weight=39]
Value=131781
Weight=112581
Execution Time:1708046 ns
=================== Backpack SOLUTION 10=============================
Number of objects=101
        [id=23, value=2952, weight=2652]
        [id=187, value=703, weight=603]
        [id=198, value=2259, weight=1959]
        [id=136, value=1974, weight=1774]
        [id=98, value=1063, weight=963]
        [id=82, value=462, weight=262]
        [id=46, value=928, weight=528]
        [id=199, value=801, weight=701]
        [id=37, value=895, weight=795]
        [id=177, value=606, weight=406]
        [id=174, value=543, weight=443]
        [id=120, value=1172, weight=972]
        [id=78, value=461, weight=361]
        [id=13, value=1071, weight=971]
        [id=157, value=660, weight=360]
        [id=160, value=3832, weight=3432]
        [id=30, value=1989, weight=1689]
        [id=167, value=1664, weight=1464]
        [id=109, value=770, weight=670]
        [id=53, value=1052, weight=952]
        [id=130, value=365, weight=265]
        [id=189, value=2812, weight=2412]
        [id=154, value=1958, weight=1758]
        [id=147, value=575, weight=475]
        [id=28, value=663, weight=563]
        [id=111, value=3080, weight=2680]
        [id=172, value=686, weight=586]
        [id=41, value=1776, weight=1576]
        [id=101, value=3648, weight=3248]
        [id=31, value=1086, weight=986]
        [id=20, value=1326, weight=1126]
        [id=121, value=1758, weight=1458]
        [id=17, value=176, weight=76]
        [id=2, value=1670, weight=1470]
        [id=108, value=2084, weight=1884]
        [id=89, value=2664, weight=2364]
        [id=170, value=1702, weight=1502]
        [id=118, value=697, weight=597]
        [id=137, value=258, weight=158]
        [id=193, value=4084, weight=3684]
        [id=173, value=1372, weight=1172]
        [id=8, value=2068, weight=1668]
        [id=50, value=691, weight=591]
        [id=152, value=600, weight=400]
        [id=35, value=2556, weight=2156]
        [id=129, value=365, weight=265]
        [id=59, value=912, weight=712]
        [id=72, value=2058, weight=1858]
        [id=15, value=330, weight=130]
        [id=43, value=2664, weight=2364]
        [id=143, value=304, weight=204]
        [id=183, value=522, weight=422]
        [id=60, value=651, weight=551]
        [id=145, value=1216, weight=816]
        [id=87, value=888, weight=788]
        [id=1, value=835, weight=735]
        [id=146, value=912, weight=612]
        [id=115, value=697, weight=597]
        [id=68, value=696, weight=396]
        [id=107, value=2084, weight=1884]
        [id=86, value=1790, weight=1590]
        [id=168, value=982, weight=882]
        [id=73, value=4116, weight=3716]
        [id=131, value=794, weight=694]
        [id=194, value=2042, weight=1842]
        [id=4, value=1087, weight=987]
        [id=33, value=639, weight=539]
        [id=77, value=602, weight=502]
        [id=94, value=1048, weight=848]
        [id=102, value=2736, weight=2436]
        [id=62, value=1953, weight=1653]
        [id=158, value=958, weight=858]
        [id=14, value=165, weight=65]
        [id=134, value=987, weight=887]
        [id=21, value=984, weight=884]
        [id=22, value=1968, weight=1768]
        [id=71, value=1029, weight=929]
        [id=24, value=829, weight=729]
        [id=26, value=3316, weight=2916]
        [id=110, value=1540, weight=1340]
        [id=163, value=606, weight=406]
        [id=55, value=1057, weight=957]
        [id=106, value=1042, weight=942]
        [id=96, value=1063, weight=963]
        [id=91, value=1150, weight=950]
        [id=151, value=300, weight=200]
        [id=112, value=973, weight=873]
        [id=114, value=1017, weight=917]
        [id=81, value=231, weight=131]
        [id=61, value=1302, weight=1102]
        [id=18, value=663, weight=563]
        [id=7, value=1034, weight=834]
        [id=128, value=437, weight=337]
        [id=186, value=1044, weight=844]
        [id=97, value=2126, weight=1926]
        [id=88, value=1776, weight=1576]
        [id=74, value=139, weight=39]
        [id=117, value=2788, weight=2388]
        [id=65, value=1042, weight=942]
        [id=80, value=461, weight=361]
        [id=44, value=232, weight=132]
Value=131394
Weight=112594
Execution Time:1433493 ns
